N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
1729.0,한투 은 선물 ETN,13935.0,상승  15,+0.11%,0.0,13945.0,13955.0,13910.0
1730.0,KODEX 미국S&P500경기소비재,18550.0,상승  250,+1.37%,0.0,18505.0,18550.0,18465.0
1731.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1391.0,상승  13,+0.94%,0.0,1390.0,1392.0,1385.0
1732.0,덕성우,9990.0,상승  10,+0.10%,500.0,10390.0,10390.0,9500.0
1733.0,TIMEFOLIO 코리아밸류업액티브,9250.0,하락  80,-0.86%,0.0,9320.0,9320.0,9250.0
1734.0,한국패러랠,173.0,상승  12,+7.45%,0.0,161.0,175.0,158.0
1735.0,삼성 S&P500 VIX S/T 선물 ETN,4605.0,상승  105,+2.33%,0.0,4565.0,4605.0,4560.0
1736.0,HANARO 코스닥150,11510.0,하락  140,-1.20%,0.0,11655.0,11655.0,11445.0
1737.0,RISE V&S셀렉트밸류채권혼합,11500.0,하락  75,-0.65%,0.0,11575.0,11575.0,11500.0
1738.0,코오롱우,12810.0,"하락  1,060",-7.64%,5000.0,13920.0,14350.0,12760.0
1739.0,TIGER 200 금융,8385.0,하락  135,-1.58%,0.0,8515.0,8515.0,8355.0
1740.0,메리츠 미국레버리지 인플레이션국채ETN(H),6860.0,보합0,0.00%,0.0,6860.0,6860.0,6860.0
1741.0,신한 인버스 2X 구리 선물 ETN,2740.0,상승  20,+0.74%,0.0,2715.0,2740.0,2710.0
1742.0,한투 인버스 2X 금 선물 ETN,13675.0,상승  150,+1.11%,0.0,13675.0,13675.0,13675.0
1743.0,NPC우,2590.0,하락  15,-0.58%,500.0,2580.0,2615.0,2570.0
1744.0,KODEX 유럽명품TOP10 STOXX,9420.0,하락  60,-0.63%,0.0,9500.0,9500.0,9405.0
1745.0,KB 레버리지 밀 선물 ETN,9070.0,하락  15,-0.17%,0.0,9065.0,9075.0,8990.0
1746.0,신한 인버스 WTI원유 선물 ETN(H),2715.0,하락  5,-0.18%,0.0,2730.0,2730.0,2715.0
1747.0,메리츠 인버스 미국채30년 ETN(H),13565.0,상승  25,+0.18%,0.0,13555.0,13565.0,13540.0
1748.0,하나 S&P 레버리지 WTI원유 선물 ETN,13525.0,상승  15,+0.11%,0.0,13505.0,13525.0,13465.0
1749.0,신한 달러인덱스 선물 ETN(H),13485.0,상승  10,+0.07%,0.0,13580.0,13580.0,13485.0
1750.0,KODEX 운송,4990.0,하락  75,-1.48%,0.0,5065.0,5065.0,4975.0
1751.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,13460.0,상승  70,+0.52%,0.0,13360.0,13460.0,13320.0
1752.0,에셋플러스 코리아플랫폼액티브,6395.0,하락  40,-0.62%,0.0,6425.0,6425.0,6395.0
1753.0,히어로즈 미국성장기업30액티브,15780.0,상승  290,+1.87%,0.0,15715.0,15780.0,15700.0
1754.0,삼성 인버스 2X S&P500 선물 ETN,13345.0,하락  5,-0.04%,0.0,13310.0,13345.0,13255.0
1755.0,미래에셋 인도네시아 Top5 ETN,13315.0,하락  55,-0.41%,0.0,13500.0,13500.0,13315.0
1756.0,N2 블룸버그 2X WTI원유선물 ETN,13295.0,하락  75,-0.56%,0.0,13390.0,13390.0,13295.0
1757.0,메리츠 인버스 미국채10년 ETN(H),13270.0,상승  20,+0.15%,0.0,13270.0,13275.0,13270.0
1758.0,일정실업,11040.0,상승  140,+1.28%,5000.0,10900.0,11330.0,10900.0
1759.0,KODEX 미국S&P500커뮤니케이션,16545.0,상승  90,+0.55%,0.0,16570.0,16570.0,16495.0
1760.0,태양금속우,3965.0,상승  105,+2.72%,500.0,3915.0,4010.0,3915.0
1761.0,N2 S&P500 버퍼10% 6월 ETN(H),13070.0,보합0,0.00%,0.0,13070.0,13070.0,13070.0
1762.0,키움 레버리지 조선TOP10 ETN,26095.0,상승  55,+0.21%,0.0,25950.0,26820.0,25830.0
1763.0,한투 인버스 2X 유로스탁스50 ETN(H) B,13035.0,상승  145,+1.12%,0.0,12895.0,13060.0,12895.0
1764.0,N2 S&P500 버퍼10% 3월 ETN(H),13020.0,보합0,0.00%,0.0,13020.0,13020.0,13020.0
1765.0,TIGER 미국캐시카우100,13005.0,하락  220,-1.66%,0.0,13105.0,13105.0,13005.0
1766.0,N2 S&P500 버퍼10% 12월 ETN(H),12990.0,보합0,0.00%,0.0,12990.0,12990.0,12990.0
1767.0,JW중외제약2우B,61700.0,상승  500,+0.82%,2500.0,61700.0,61700.0,61700.0
1768.0,HANARO 주주가치성장코리아액티브,9935.0,하락  70,-0.70%,0.0,9950.0,9965.0,9935.0
1769.0,한투 S&P 인버스 2X 엔달러 선물 ETN(H),12900.0,상승  25,+0.19%,0.0,12880.0,12900.0,12880.0
1770.0,TIGER 차이나CSI300인버스(합성),7370.0,하락  5,-0.07%,0.0,7375.0,7380.0,7330.0
1771.0,N2 월간 레버리지 코스닥 150 선물 ETN,12820.0,하락  310,-2.36%,0.0,12780.0,12860.0,12780.0
1772.0,HANARO Fn K-게임,4330.0,하락  35,-0.80%,0.0,4370.0,4390.0,4325.0
1773.0,RISE 국채30년레버리지(합성),25525.0,하락  865,-3.28%,0.0,26215.0,26325.0,25450.0
1774.0,TIGER 유로스탁스배당30,12040.0,하락  200,-1.63%,0.0,12265.0,12265.0,12000.0
1775.0,한진칼우,23500.0,하락  100,-0.42%,2500.0,23800.0,23800.0,23350.0
1776.0,TIGER K게임,7375.0,하락  150,-1.99%,0.0,7495.0,7565.0,7360.0
1777.0,삼성 나스닥 100 ETN,12385.0,상승  220,+1.81%,0.0,12375.0,12385.0,12360.0
1778.0,PLUS 미국테크TOP10,18965.0,상승  350,+1.88%,0.0,18870.0,18975.0,18830.0
1779.0,PLUS 코리아밸류업,9460.0,하락  50,-0.53%,0.0,9490.0,9490.0,9460.0
1780.0,TIGER S&P글로벌인프라(합성),14435.0,보합0,0.00%,0.0,14430.0,14540.0,14425.0
1781.0,한투 일본종합상사TOP5 ETN,12240.0,하락  90,-0.73%,0.0,12330.0,12350.0,12240.0
1782.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),12150.0,상승  10,+0.08%,0.0,12230.0,12230.0,12145.0
1783.0,PLUS 미국배당증가성장주데일리커버드콜,10115.0,상승  50,+0.50%,0.0,10065.0,10125.0,10035.0
1784.0,한투 구리 선물 ETN,12095.0,상승  15,+0.12%,0.0,12095.0,12095.0,12095.0
1785.0,메리츠 KAP 레버리지 중국 위안화 ETN,24165.0,보합0,0.00%,0.0,24165.0,24165.0,24165.0
1786.0,대신 밀 선물 ETN(H),6035.0,하락  10,-0.17%,0.0,5915.0,6035.0,5915.0
1787.0,메리츠 레버리지 국채5년 ETN,12055.0,보합0,0.00%,0.0,12055.0,12055.0,12055.0
1788.0,ACE 원자력테마딥서치,17185.0,상승  130,+0.76%,0.0,16965.0,17210.0,16890.0
1789.0,RISE 글로벌수소경제,7290.0,하락  80,-1.09%,0.0,7430.0,7430.0,7275.0
1790.0,삼성 은 선물 ETN(H),11975.0,하락  50,-0.42%,0.0,12015.0,12035.0,11975.0
1791.0,KODEX 구리선물(H),7035.0,하락  60,-0.85%,0.0,7105.0,7105.0,7030.0
1792.0,HANARO CD금리액티브(합성),103860.0,보합0,0.00%,0.0,103860.0,103870.0,103860.0
1793.0,KODEX MSCI퀄리티,8510.0,보합0,0.00%,0.0,8510.0,8510.0,8510.0
1794.0,파워 코스피100,24815.0,하락  300,-1.19%,0.0,25085.0,25085.0,24785.0
1795.0,TIGER 단기선진하이일드(합성 H),13235.0,하락  115,-0.86%,0.0,13365.0,13365.0,13235.0
1796.0,KODEX 미국S&P500필수소비재,12495.0,하락  60,-0.48%,0.0,12570.0,12570.0,12455.0
1797.0,PLUS 우량회사채50,118665.0,하락  75,-0.06%,0.0,118745.0,118750.0,118660.0
1798.0,VITA MZ소비액티브,7905.0,하락  25,-0.32%,0.0,7950.0,7960.0,7905.0
1799.0,삼성 항셍테크 ETN(H) B,11820.0,하락  100,-0.84%,0.0,11820.0,11820.0,11820.0
1800.0,KODEX 필수소비재,6530.0,하락  95,-1.43%,0.0,6640.0,6640.0,6515.0
1801.0,KB 레버리지 KOSPI 200 선물 ETN,23490.0,하락  515,-2.15%,0.0,23950.0,23950.0,23475.0
1802.0,HANARO KOFR금리액티브(합성),106460.0,상승  10,+0.01%,0.0,106460.0,106460.0,106460.0
1803.0,LX홀딩스1우,7990.0,하락  30,-0.37%,1000.0,8020.0,8020.0,7930.0
1804.0,미래에셋 -2X 홍콩H 선물 ETN(H),11680.0,상승  90,+0.78%,0.0,11760.0,12000.0,11680.0
1805.0,대신 천연가스 선물 ETN(H),3890.0,상승  5,+0.13%,0.0,3875.0,3900.0,3875.0
1806.0,삼성 인버스 코스피 200 선물 ETN,11665.0,상승  130,+1.13%,0.0,11560.0,11665.0,11550.0
1807.0,KOSEF 물가채KIS,116455.0,하락  445,-0.38%,0.0,116790.0,116815.0,116335.0
1808.0,신한 S&P 인버스 2X 유로 선물 ETN(H),11645.0,상승  45,+0.39%,0.0,11600.0,11645.0,11580.0
1809.0,KB 인버스 2X 나스닥 100 ETN,2910.0,하락  70,-2.35%,0.0,2910.0,2910.0,2895.0
1810.0,삼성 인버스 2X 구리 선물 ETN(H),2325.0,상승  10,+0.43%,0.0,2300.0,2325.0,2295.0
1811.0,메리츠 블룸버그 레버리지 WTI선물 ETN(H),11615.0,보합0,0.00%,0.0,11560.0,11615.0,11530.0
1812.0,TIGER 일본TOPIX(합성 H),23215.0,하락  40,-0.17%,0.0,23265.0,23365.0,23215.0
1813.0,메리츠 3X 레버리지 국채10년 ETN,23190.0,하락  370,-1.57%,0.0,23560.0,23560.0,23190.0
1814.0,PLUS 글로벌방산,9650.0,상승  95,+0.99%,0.0,9660.0,9690.0,9555.0
1815.0,KB S&P 레버리지 WTI원유 선물 ETN(H),11565.0,하락  5,-0.04%,0.0,11500.0,11570.0,11480.0
1816.0,KODEX KRX300레버리지,11565.0,하락  260,-2.20%,0.0,11990.0,11990.0,11565.0
1817.0,코오롱글로벌우,15580.0,상승  130,+0.84%,5000.0,15500.0,15650.0,15500.0
1818.0,RISE 미국테크100데일리고정커버드콜,11535.0,상승  150,+1.32%,0.0,11440.0,11545.0,11430.0
1819.0,KB 블룸버그 레버리지 천연가스 선물 ETN,4600.0,상승  50,+1.10%,0.0,4590.0,4600.0,4550.0
1820.0,KB 레버리지 KOSDAQ 150 선물 ETN,22930.0,하락  540,-2.30%,0.0,23450.0,23450.0,22820.0
1821.0,삼양사우,30950.0,보합0,0.00%,5000.0,30950.0,30950.0,30950.0
1822.0,N2 레버리지 국채30년 ETN,22885.0,보합0,0.00%,0.0,22885.0,22885.0,22885.0
1823.0,메리츠 국채5년 ETN,11440.0,보합0,0.00%,0.0,11440.0,11440.0,11440.0
1824.0,메리츠 레버리지 국채3년 ETN,11375.0,보합0,0.00%,0.0,11375.0,11375.0,11375.0
1825.0,SOL 글로벌탄소배출권선물ICE(합성),11370.0,하락  70,-0.61%,0.0,11370.0,11375.0,11325.0
1826.0,하나 레버리지 옥수수 선물 ETN(H),11355.0,상승  195,+1.75%,0.0,11290.0,11355.0,11290.0
1827.0,한투 블룸버그 인도네시아 대표원자재 ETN,11355.0,하락  95,-0.83%,0.0,11435.0,11435.0,11355.0
1828.0,RISE 미국S&P배당킹,11355.0,하락  115,-1.00%,0.0,11350.0,11470.0,11335.0
1829.0,삼성 인버스 2X 항셍테크 ETN(H) B,11350.0,보합0,0.00%,0.0,11335.0,11555.0,11050.0
1830.0,TIGER 글로벌자원생산기업(합성 H),14170.0,상승  30,+0.21%,0.0,14135.0,14205.0,14015.0
1831.0,ACE 멕시코MSCI(합성),12585.0,하락  215,-1.68%,0.0,12635.0,12635.0,12560.0
1832.0,메리츠 3X 레버리지 국채5년 ETN,22645.0,보합0,0.00%,0.0,22645.0,22645.0,22645.0
1833.0,한투 레버리지국채30년 ETN,22605.0,보합0,0.00%,0.0,22605.0,22605.0,22605.0
1834.0,1Q 코리아밸류업,9415.0,하락  65,-0.69%,0.0,9515.0,9515.0,9410.0
1835.0,SOL 국고채30년액티브,56445.0,하락  905,-1.58%,0.0,57295.0,57295.0,56445.0
1836.0,메리츠 인버스 국채30년 ETN,11275.0,상승  20,+0.18%,0.0,11245.0,11275.0,11245.0
1837.0,메리츠 KAP 중국 위안화 ETN,11265.0,보합0,0.00%,0.0,11255.0,11265.0,11255.0
1838.0,신한 S&P 인버스 유로 선물 ETN(H),11255.0,상승  20,+0.18%,0.0,11235.0,11255.0,11225.0
1839.0,신한 인버스 구리 선물 ETN(H),5625.0,상승  10,+0.18%,0.0,5615.0,5625.0,5615.0
1840.0,메리츠 인버스 2X 국채30년 ETN,11190.0,상승  300,+2.75%,0.0,10880.0,11220.0,10880.0
1841.0,RISE 미국AI밸류체인데일리고정커버드콜,11735.0,상승  70,+0.60%,0.0,11730.0,11795.0,11670.0
1842.0,메리츠 인버스 2X 금 선물 ETN(H),11120.0,상승  25,+0.23%,0.0,11120.0,11120.0,11120.0
1843.0,메리츠 3X 레버리지 국채3년 ETN,22230.0,보합0,0.00%,0.0,22230.0,22230.0,22230.0
1844.0,메리츠 국채3년 ETN,11105.0,보합0,0.00%,0.0,11105.0,11105.0,11105.0
1845.0,메리츠 레버리지 대표 농산물 선물 ETN(H),11090.0,하락  10,-0.09%,0.0,11100.0,11100.0,10930.0
1846.0,KODEX 미국클린에너지나스닥,6910.0,상승  90,+1.32%,0.0,6820.0,6950.0,6820.0
1847.0,넥센우,3070.0,보합0,0.00%,500.0,3050.0,3070.0,3050.0
1848.0,N2 iSelect-WG 그린에너지 ESG ETN,11045.0,보합0,0.00%,0.0,11045.0,11045.0,11045.0
1849.0,RISE 미국장기국채선물(H),8495.0,하락  20,-0.23%,0.0,8505.0,8510.0,8495.0
1850.0,대원전선우,4210.0,상승  390,+10.21%,500.0,4355.0,4965.0,4005.0
1851.0,TIGER 한중반도체(합성),14660.0,상승  85,+0.58%,0.0,14660.0,14660.0,14660.0
1852.0,KODEX MSCI밸류,9980.0,하락  200,-1.96%,0.0,10050.0,10050.0,9980.0
1853.0,한투 블룸버그 WTI원유 선물 ETN,10975.0,상승  10,+0.09%,0.0,10940.0,10975.0,10920.0
1854.0,메리츠 레버리지 인도 루피화 ETN,21935.0,보합0,0.00%,0.0,21935.0,21935.0,21935.0
1855.0,N2 US 500 ETN(H),15655.0,보합0,0.00%,0.0,15655.0,15655.0,15655.0
1856.0,HANARO K-뷰티,10915.0,하락  145,-1.31%,0.0,11050.0,11100.0,10875.0
1857.0,메리츠 미국채10년 ETN,10900.0,상승  10,+0.09%,0.0,10900.0,10900.0,10900.0
1858.0,삼성 블룸버그 WTI원유 선물 ETN,10895.0,하락  15,-0.14%,0.0,10890.0,10910.0,10890.0
1859.0,메리츠 미국채30년 ETN,10885.0,보합0,0.00%,0.0,10885.0,10885.0,10885.0
1860.0,PLUS 글로벌수소&차세대연료전지,3750.0,하락  65,-1.70%,0.0,3810.0,3810.0,3735.0
1861.0,KODEX 200가치저변동,10820.0,하락  165,-1.50%,0.0,10910.0,10930.0,10795.0
1862.0,미래에셋 S&P 유럽탄소배출권 선물 ETN,10810.0,하락  155,-1.41%,0.0,10710.0,10810.0,10710.0
1863.0,N2 인버스 레버리지 WTI원유 선물 ETN(H),72.0,보합0,0.00%,0.0,72.0,73.0,71.0
1864.0,TIGER MSCI KOREA ESG리더스,8780.0,하락  30,-0.34%,0.0,8780.0,8780.0,8780.0
1865.0,N2 인버스 레버리지 금 선물 ETN(H),10750.0,보합0,0.00%,0.0,10750.0,10750.0,10750.0
1866.0,SOL 반도체전공정,6910.0,상승  20,+0.29%,0.0,6930.0,6990.0,6845.0
1867.0,키움 레버리지 반도체TOP10 ETN,10670.0,상승  320,+3.09%,0.0,10600.0,10740.0,10580.0
1868.0,ITF 200,32735.0,하락  380,-1.15%,0.0,32970.0,32970.0,32585.0
1869.0,KODEX 미국ETF산업Top10 Indxx,17705.0,하락  25,-0.14%,0.0,17990.0,17990.0,17660.0
1870.0,ACE 2차전지&친환경차액티브,7080.0,하락  355,-4.77%,0.0,7400.0,7410.0,7045.0
1871.0,메리츠 레버리지 멕시코 페소화 ETN,21210.0,보합0,0.00%,0.0,21210.0,21210.0,21210.0
1872.0,KOSEF 미국블록버스터바이오테크의약품+,9640.0,하락  105,-1.08%,0.0,9745.0,9745.0,9510.0
1873.0,신한 인버스 금 선물 ETN(H),5295.0,상승  10,+0.19%,0.0,5285.0,5295.0,5280.0
1874.0,RISE 200고배당커버드콜ATM,8125.0,하락  10,-0.12%,0.0,8200.0,8200.0,8120.0
1875.0,KB 인버스 2X 미국채 10년 선물 ETN,21110.0,보합0,0.00%,0.0,21110.0,21110.0,21110.0
1876.0,메리츠 인도 루피화 ETN,10545.0,보합0,0.00%,0.0,10545.0,10545.0,10545.0
1877.0,KODEX MSCI Korea,15065.0,하락  205,-1.34%,0.0,15145.0,15170.0,15055.0
1878.0,메리츠 인버스 국채10년 ETN,10540.0,보합0,0.00%,0.0,10540.0,10540.0,10540.0
1879.0,삼성 인버스 구리 선물 ETN(H),10485.0,상승  25,+0.24%,0.0,10410.0,10485.0,10410.0
1880.0,KODEX 기계장비,6885.0,하락  130,-1.85%,0.0,7020.0,7020.0,6865.0
1881.0,한투 인버스 은 선물 ETN,10450.0,상승  20,+0.19%,0.0,10450.0,10450.0,10450.0
1882.0,KB 미국채 10년 ETN,10440.0,보합0,0.00%,0.0,10440.0,10440.0,10440.0
1883.0,N2 레버리지 국채10년 ETN,20850.0,보합0,0.00%,0.0,20850.0,20850.0,20850.0
1884.0,메리츠 멕시코 페소화 ETN,10400.0,보합0,0.00%,0.0,10400.0,10400.0,10400.0
1885.0,KoAct 미국뇌질환치료제액티브,10390.0,상승  245,+2.41%,0.0,10150.0,10395.0,10150.0
1886.0,ACE 글로벌AI맞춤형반도체,12960.0,상승  415,+3.31%,0.0,12960.0,13500.0,12865.0
1887.0,메리츠 KAP 일본 엔화 ETN,10330.0,하락  35,-0.34%,0.0,10345.0,10345.0,10330.0
1888.0,한투 인버스 금 선물 ETN,10315.0,상승  25,+0.24%,0.0,10295.0,10315.0,10290.0
1889.0,한투 인버스 2X 일본 엔선물 ETN,10300.0,상승  65,+0.64%,0.0,10265.0,10300.0,10265.0
1890.0,유유제약1우,4535.0,상승  25,+0.55%,1000.0,4515.0,4590.0,4500.0
1891.0,신한 S&P 유로 선물 ETN(H),10255.0,보합0,0.00%,0.0,10255.0,10255.0,10255.0
1892.0,삼성 일본니케이225선물 ETN(H),10250.0,하락  5,-0.05%,0.0,10250.0,10250.0,10250.0
1893.0,KODEX 코스닥글로벌,10240.0,하락  155,-1.49%,0.0,10260.0,10295.0,10205.0
1894.0,KB 레버리지 미국채 10년 ETN,20445.0,보합0,0.00%,0.0,20445.0,20445.0,20445.0
1895.0,ACE 미국부동산리츠(합성 H),84990.0,하락  675,-0.79%,0.0,85340.0,85340.0,84985.0
1896.0,KODEX MSCI모멘텀,12745.0,하락  70,-0.55%,0.0,12770.0,12770.0,12745.0
1897.0,KB 미국채 30년 ETN,10165.0,보합0,0.00%,0.0,10165.0,10165.0,10165.0
1898.0,메리츠 인버스 3X 미국채10년 ETN,50740.0,상승  250,+0.50%,0.0,50730.0,50740.0,50730.0
1899.0,메리츠 KAP 인버스 2X 일본 엔화 ETN,20275.0,상승  155,+0.77%,0.0,20190.0,20275.0,20190.0
1900.0,KOSEF 미국달러선물인버스2X,4670.0,하락  20,-0.43%,0.0,4680.0,4695.0,4665.0
1901.0,메리츠 레버리지 국채10년 ETN,10130.0,하락  65,-0.64%,0.0,10150.0,10150.0,10130.0
1902.0,RISE 중국MSCI China(H),8415.0,상승  20,+0.24%,0.0,8390.0,8420.0,8300.0
1903.0,KB 레버리지 미국채 10년 선물 ETN,20185.0,보합0,0.00%,0.0,20185.0,20185.0,20185.0
1904.0,한투 인버스 2X 은 선물 ETN,10075.0,상승  120,+1.21%,0.0,9985.0,10075.0,9985.0
1905.0,한투 베트남 VN30 선물 ETN(H),10060.0,보합0,0.00%,0.0,10080.0,10080.0,10060.0
1906.0,메리츠 인버스 2X 국채10년 ETN,10060.0,보합0,0.00%,0.0,10060.0,10060.0,10060.0
1907.0,JW중외제약우,29400.0,상승  100,+0.34%,2500.0,29300.0,29450.0,28650.0
1908.0,PLUS 일본엔화초단기국채(합성),10035.0,하락  5,-0.05%,0.0,10040.0,10040.0,10010.0
1909.0,SOL 미국S&P500엔화노출(H),10015.0,하락  5,-0.05%,0.0,10035.0,10035.0,9985.0
1910.0,KOSEF 고배당,11095.0,하락  170,-1.51%,0.0,11260.0,11260.0,11070.0
1911.0,한투 S&P 유럽탄소배출권 선물 ETN(H),9975.0,보합0,0.00%,0.0,9975.0,9975.0,9975.0
1912.0,에셋플러스 글로벌대장장이액티브,19150.0,상승  140,+0.74%,0.0,19195.0,19195.0,19120.0
1913.0,HK 200,33160.0,보합0,0.00%,0.0,33160.0,33160.0,33160.0
1914.0,코오롱모빌리티그룹우,4050.0,상승  105,+2.66%,500.0,4700.0,5120.0,3900.0
1915.0,메리츠 인버스 국채5년 ETN,9900.0,보합0,0.00%,0.0,9900.0,9900.0,9900.0
1916.0,히어로즈 미국달러SOFR금리액티브(합성),12195.0,상승  25,+0.21%,0.0,12195.0,12195.0,12170.0
1917.0,미래에셋 천연가스 선물 ETN(H),1646.0,상승  4,+0.24%,0.0,1644.0,1654.0,1640.0
1918.0,삼성 구리 선물 ETN(H),9865.0,보합0,0.00%,0.0,9865.0,9865.0,9865.0
1919.0,TIGER 미국달러선물레버리지,16410.0,상승  85,+0.52%,0.0,16365.0,16410.0,16320.0
1920.0,신한 코스피 200 TR ETN,9845.0,하락  130,-1.30%,0.0,9980.0,9980.0,9845.0
1921.0,KB 레버리지 은 선물 ETN(H),19635.0,하락  190,-0.96%,0.0,19830.0,19890.0,19635.0
1922.0,HANARO 미국S&P500,16355.0,상승  70,+0.43%,0.0,16310.0,16365.0,16275.0
1923.0,삼성 코스피 200 TR ETN,9800.0,하락  130,-1.31%,0.0,9895.0,9910.0,9790.0
1924.0,KOSEF 블루칩,8140.0,하락  175,-2.10%,0.0,8310.0,8310.0,8135.0
1925.0,메리츠 S&P 유럽탄소배출권 선물 ETN(H),9760.0,하락  180,-1.81%,0.0,9760.0,9760.0,9760.0
1926.0,메리츠 인버스 2X 국채3년 ETN,9710.0,보합0,0.00%,0.0,9710.0,9710.0,9710.0
1927.0,한투 일본 엔선물 ETN C,9690.0,하락  20,-0.21%,0.0,9700.0,9700.0,9690.0
1928.0,미래에셋 인도네시아 금속&에너지 Top5 ETN,9690.0,하락  250,-2.52%,0.0,9940.0,9950.0,9690.0
1929.0,메리츠 인버스 3X 미국채30년 ETN,48400.0,상승  425,+0.89%,0.0,48160.0,48400.0,48130.0
1930.0,HANARO 글로벌반도체TOP10 SOLACTIVE,17595.0,상승  430,+2.51%,0.0,17565.0,17690.0,17555.0
1931.0,신한 S&P 레버리지 유로 선물 ETN(H),9670.0,상승  5,+0.05%,0.0,9670.0,9670.0,9670.0
1932.0,TIGER 탄소효율그린뉴딜,8055.0,하락  70,-0.86%,0.0,8140.0,8140.0,8055.0
1933.0,메리츠 인버스 3X 국채3년 ETN,19315.0,보합0,0.00%,0.0,19315.0,19315.0,19315.0
1934.0,KoAct 미국천연가스인프라액티브,9645.0,하락  140,-1.43%,0.0,9785.0,9785.0,9615.0
1935.0,TIGER AI코리아그로스액티브,12030.0,하락  120,-0.99%,0.0,12150.0,12150.0,12030.0
1936.0,KoAct 글로벌기후테크인프라액티브,16035.0,상승  275,+1.74%,0.0,15900.0,16040.0,15895.0
1937.0,KB 레버리지 미국채 30년 ETN,19235.0,하락  20,-0.10%,0.0,19235.0,19235.0,19235.0
1938.0,TIGER LG그룹+펀더멘털,6655.0,하락  145,-2.13%,0.0,6845.0,6845.0,6655.0
1939.0,TRUSTON 코리아밸류업액티브,9560.0,하락  5,-0.05%,0.0,9525.0,9565.0,9525.0
1940.0,TIMEFOLIO K컬처액티브,9530.0,하락  115,-1.19%,0.0,9630.0,9630.0,9470.0
1941.0,KODEX 코스피대형주,11870.0,하락  165,-1.37%,0.0,12040.0,12040.0,11840.0
1942.0,한투 인버스 나스닥100 ETN B,9460.0,하락  100,-1.05%,0.0,9455.0,9460.0,9425.0
1943.0,FOCUS KRX300,15760.0,하락  240,-1.50%,0.0,15760.0,15760.0,15760.0
1944.0,한투 인버스 베트남 VN30 선물 ETN(H),9455.0,하락  5,-0.05%,0.0,9515.0,9515.0,9455.0
1945.0,한투 플래티넘 선물 ETN,9450.0,상승  145,+1.56%,0.0,9485.0,9510.0,9450.0
1946.0,KODEX 200exTOP,11795.0,보합0,0.00%,0.0,11795.0,11795.0,11795.0
1947.0,WON 미국빌리어네어,13460.0,상승  320,+2.44%,0.0,13415.0,13465.0,13235.0
1948.0,신한 인버스 Russell 2000 ETN,9410.0,보합0,0.00%,0.0,9405.0,9410.0,9370.0
1949.0,메리츠 인버스 3X 국채5년 ETN,18755.0,상승  35,+0.19%,0.0,18745.0,18755.0,18745.0
1950.0,RISE 코리아금융고배당,9350.0,하락  130,-1.37%,0.0,9480.0,9495.0,9290.0
