N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
1224.0,KC코트렐,755.0,상승  5,+0.67%,500.0,710.0,778.0,706.0
1225.0,영화금속,938.0,하락  2,-0.21%,500.0,940.0,950.0,916.0
1226.0,SOL 머니마켓액티브,50880.0,보합0,0.00%,0.0,50880.0,50885.0,50880.0
1227.0,미래에셋 0.5X 코스닥150 선물 ETN,9685.0,보합0,0.00%,0.0,9685.0,9685.0,9685.0
1228.0,KODEX 미국러셀2000(H),14220.0,상승  15,+0.11%,0.0,14235.0,14255.0,14210.0
1229.0,문배철강,2340.0,하락  15,-0.64%,500.0,2375.0,2375.0,2320.0
1230.0,한창제지,793.0,상승  3,+0.38%,500.0,803.0,805.0,767.0
1231.0,에쓰씨엔지니어링,1349.0,하락  17,-1.24%,500.0,1366.0,1396.0,1328.0
1232.0,현대건설우,44800.0,하락  100,-0.22%,5000.0,45200.0,45200.0,44650.0
1233.0,PLUS 200TR,37740.0,하락  430,-1.13%,0.0,38200.0,38200.0,37680.0
1234.0,PLUS 고배당주채권혼합,12400.0,하락  105,-0.84%,0.0,12510.0,12515.0,12380.0
1235.0,KODEX 미국달러선물인버스,7875.0,하락  25,-0.32%,0.0,7885.0,7900.0,7875.0
1236.0,TIGER 차이나HSCEI,11210.0,상승  115,+1.04%,0.0,11095.0,11270.0,11095.0
1237.0,KODEX 인도타타그룹,10700.0,하락  90,-0.83%,0.0,10790.0,10885.0,10700.0
1238.0,미래에셋 레버리지 코스피200 선물 ETN,23480.0,하락  515,-2.15%,0.0,23945.0,23945.0,23400.0
1239.0,삼성 인버스 2X 나스닥 100 ETN,9365.0,하락  250,-2.60%,0.0,9345.0,9365.0,9300.0
1240.0,HANARO 원자력iSelect,17655.0,상승  95,+0.54%,0.0,17580.0,17795.0,17335.0
1241.0,마이다스 코스피액티브,19455.0,하락  185,-0.94%,0.0,19530.0,19660.0,19425.0
1242.0,HANARO e커머스,9925.0,하락  30,-0.30%,0.0,9910.0,9950.0,9885.0
1243.0,SJM,2980.0,하락  50,-1.65%,500.0,3030.0,3030.0,2950.0
1244.0,우성,15010.0,하락  30,-0.20%,5000.0,15040.0,15200.0,15010.0
1245.0,상상인증권,426.0,보합0,0.00%,1000.0,426.0,434.0,425.0
1246.0,아센디오,443.0,하락  5,-1.12%,500.0,448.0,449.0,428.0
1247.0,RISE 국고채3년,109625.0,하락  245,-0.22%,0.0,109810.0,109820.0,109610.0
1248.0,미래에셋 레버리지 코스닥150 선물 ETN,22880.0,하락  555,-2.37%,0.0,23695.0,23695.0,22815.0
1249.0,시디즈,22800.0,하락  500,-2.15%,500.0,23350.0,23350.0,22600.0
1250.0,TIGER 조선TOP10,11385.0,하락  50,-0.44%,0.0,11385.0,11620.0,11255.0
1251.0,삼성 레버리지 나스닥 100 ETN,45510.0,"상승  1,385",+3.14%,0.0,45535.0,45605.0,45410.0
1252.0,TIGER 일본반도체FACTSET,11515.0,하락  165,-1.41%,0.0,11680.0,11800.0,11445.0
1253.0,N2 S&P500 버퍼10% 9월 ETN,15130.0,보합0,0.00%,0.0,15130.0,15130.0,15130.0
1254.0,ACE 5월만기자동연장회사채AA-이상액티브,10355.0,보합0,0.00%,0.0,10355.0,10355.0,10355.0
1255.0,KOSEF 미국나스닥100(H),17985.0,상승  225,+1.27%,0.0,17970.0,18010.0,17970.0
1256.0,금호전기,799.0,하락  2,-0.25%,500.0,827.0,827.0,745.0
1257.0,SOL 금융지주플러스고배당,10795.0,하락  170,-1.55%,0.0,10955.0,11010.0,10745.0
1258.0,미래에셋 미국 테크&반도체 TOP3 ETN,14810.0,상승  400,+2.78%,0.0,14825.0,14825.0,14750.0
1259.0,일진디스플,862.0,하락  21,-2.38%,500.0,890.0,900.0,850.0
1260.0,DL이앤씨2우(전환),21000.0,하락  50,-0.24%,5000.0,21250.0,21400.0,20900.0
1261.0,삼일씨엔에스,3470.0,상승  20,+0.58%,1000.0,3420.0,3495.0,3420.0
1262.0,영흥,434.0,상승  11,+2.60%,500.0,428.0,458.0,425.0
1263.0,세우글로벌,1526.0,하락  100,-6.15%,500.0,1626.0,1626.0,1488.0
1264.0,미래산업,816.0,하락  6,-0.73%,500.0,825.0,826.0,813.0
1265.0,SK디스커버리우,32200.0,보합0,0.00%,5000.0,32450.0,32450.0,32000.0
1266.0,PLUS 미국S&P500,16155.0,상승  70,+0.44%,0.0,16115.0,16175.0,16115.0
1267.0,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,14445.0,보합0,0.00%,0.0,14445.0,14445.0,14420.0
1268.0,우진플라임,2160.0,상승  130,+6.40%,500.0,2050.0,2200.0,2040.0
1269.0,RISE 버크셔포트폴리오TOP10,12895.0,하락  65,-0.50%,0.0,12980.0,12980.0,12575.0
1270.0,SK케미칼우,20350.0,상승  200,+0.99%,5000.0,20450.0,20800.0,20100.0
1271.0,RISE AI&로봇,8045.0,상승  25,+0.31%,0.0,8085.0,8085.0,7940.0
1272.0,TIGER 레버리지,14285.0,하락  285,-1.96%,0.0,14500.0,14525.0,14190.0
1273.0,핸즈코퍼레이션,1953.0,보합0,0.00%,500.0,1961.0,1981.0,1933.0
1274.0,HANARO Fn조선해운,14705.0,하락  65,-0.44%,0.0,14620.0,14930.0,14550.0
1275.0,삼성 KRX 금현물 ETN,21280.0,상승  10,+0.05%,0.0,21270.0,21280.0,21250.0
1276.0,WON 대한민국국고채액티브,57970.0,하락  435,-0.74%,0.0,58295.0,58330.0,57865.0
1277.0,한투 레버리지 금 선물 ETN,42260.0,하락  130,-0.31%,0.0,42260.0,42260.0,42260.0
1278.0,모나미,2235.0,하락  70,-3.04%,1000.0,2305.0,2335.0,2225.0
1279.0,한투 코스피 양매도 3% OTM ETN,8430.0,보합0,0.00%,0.0,8430.0,8430.0,8430.0
1280.0,대원화성,1018.0,하락  9,-0.88%,500.0,1027.0,1044.0,1011.0
1281.0,RISE 미국배당100데일리고정커버드콜,10285.0,하락  95,-0.92%,0.0,10380.0,10425.0,10275.0
1282.0,KODEX 차이나H,19335.0,상승  135,+0.70%,0.0,19200.0,19415.0,19120.0
1283.0,성안머티리얼스,505.0,하락  14,-2.70%,500.0,519.0,520.0,498.0
1284.0,KOSEF 통안채1년,106250.0,하락  20,-0.02%,0.0,106275.0,106275.0,106250.0
1285.0,KODEX 미디어&엔터테인먼트,11835.0,하락  170,-1.42%,0.0,12025.0,12060.0,11805.0
1286.0,HANARO 32-10 국고채액티브,57675.0,하락  365,-0.63%,0.0,57985.0,58025.0,57675.0
1287.0,한익스프레스,3420.0,상승  90,+2.70%,500.0,3610.0,3750.0,3420.0
1288.0,미래에셋 미국 AI TOP3 ETN,13660.0,상승  95,+0.70%,0.0,13625.0,13660.0,13610.0
1289.0,TIMEFOLIO 코스피액티브,8880.0,하락  135,-1.50%,0.0,9000.0,9000.0,8880.0
1290.0,남성,1128.0,하락  17,-1.48%,500.0,1156.0,1156.0,1111.0
1291.0,한투 인버스2X일본니케이225선물 ETN(H),16320.0,상승  60,+0.37%,0.0,16125.0,16320.0,15975.0
1292.0,TIGER 글로벌AI인프라액티브,14005.0,상승  265,+1.93%,0.0,13985.0,14005.0,13755.0
1293.0,KOSEF 글로벌AI반도체,15970.0,상승  110,+0.69%,0.0,15865.0,16000.0,15860.0
1294.0,MH에탄올,5500.0,하락  280,-4.84%,500.0,5780.0,5780.0,5310.0
1295.0,KODEX K-신재생에너지액티브,16170.0,하락  150,-0.92%,0.0,16425.0,16425.0,16055.0
1296.0,PLUS 미국채30년액티브,53555.0,상승  55,+0.10%,0.0,53500.0,53600.0,53445.0
1297.0,RISE 금융채액티브,102905.0,하락  210,-0.20%,0.0,103065.0,103105.0,102905.0
1298.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),8580.0,하락  125,-1.44%,0.0,8645.0,8645.0,8500.0
1299.0,마스턴프리미어리츠,1503.0,상승  8,+0.54%,1000.0,1497.0,1504.0,1491.0
1300.0,TIGER 엔비디아미국채커버드콜밸런스(합성),9970.0,하락  35,-0.35%,0.0,10045.0,10045.0,9950.0
1301.0,KODEX 미국달러선물레버리지,16340.0,상승  95,+0.58%,0.0,16310.0,16340.0,16230.0
1302.0,ACE 글로벌인컴TOP10 SOLACTIVE,11550.0,상승  35,+0.30%,0.0,11525.0,11550.0,11445.0
1303.0,RISE 글로벌리얼티인컴,10470.0,하락  30,-0.29%,0.0,10400.0,10485.0,10355.0
1304.0,대림통상,2610.0,상승  35,+1.36%,1000.0,2575.0,2650.0,2575.0
1305.0,파워 200,32945.0,하락  350,-1.05%,0.0,33310.0,33310.0,32875.0
1306.0,유화증권우,2260.0,상승  5,+0.22%,1000.0,2260.0,2260.0,2260.0
1307.0,KB 천연가스 선물 ETN(H),3945.0,상승  10,+0.25%,0.0,3955.0,3955.0,3930.0
1308.0,KODEX 인도Nifty50레버리지(합성),18330.0,하락  240,-1.29%,0.0,18800.0,18800.0,18205.0
1309.0,미래에셋 2X 미국 테크&반도체 TOP3 ETN,39330.0,"상승  2,395",+6.48%,0.0,39475.0,39475.0,39060.0
1310.0,한화솔루션우,15270.0,상승  190,+1.26%,5000.0,15280.0,15280.0,14410.0
1311.0,삼성 미국 대형 가치주 ETN(H),19615.0,하락  205,-1.03%,0.0,19610.0,19620.0,19610.0
1312.0,계양전기,1431.0,상승  6,+0.42%,500.0,1442.0,1442.0,1416.0
1313.0,삼성 레버리지 S&P500 선물 ETN,38880.0,상승  275,+0.71%,0.0,38880.0,38920.0,38830.0
1314.0,신한 금 선물 ETN(H),19395.0,하락  25,-0.13%,0.0,19400.0,19420.0,19390.0
1315.0,유니드비티플러스,3645.0,상승  55,+1.53%,1000.0,3655.0,3675.0,3555.0
1316.0,키움 코스피 200 TR ETN,9655.0,하락  90,-0.92%,0.0,9745.0,9745.0,9655.0
1317.0,KODEX 유럽탄소배출권선물ICE(H),9380.0,하락  175,-1.83%,0.0,9370.0,9390.0,9360.0
1318.0,TIGER 글로벌클라우드컴퓨팅INDXX,13150.0,상승  115,+0.88%,0.0,13140.0,13270.0,13130.0
1319.0,메리츠 미국채30년 ETN(H),7670.0,하락  15,-0.20%,0.0,7680.0,7685.0,7670.0
1320.0,부산주공,486.0,보합0,0.00%,500.0,0.0,0.0,0.0
1321.0,TIGER 200 헬스케어,19515.0,하락  325,-1.64%,0.0,19840.0,19840.0,19475.0
1322.0,평화홀딩스,2610.0,상승  10,+0.38%,500.0,2575.0,2610.0,2560.0
1323.0,TIGER 인버스,5260.0,상승  55,+1.06%,0.0,5225.0,5270.0,5210.0
1324.0,KODEX 건설,2820.0,보합0,0.00%,0.0,2825.0,2845.0,2820.0
1325.0,KODEX 200IT TR,10495.0,하락  150,-1.41%,0.0,10640.0,10640.0,10495.0
1326.0,신한 구리 선물 ETN(H),18835.0,하락  60,-0.32%,0.0,18885.0,18885.0,18835.0
1327.0,KODEX 미국부동산리츠(H),12350.0,하락  75,-0.60%,0.0,12415.0,12415.0,12345.0
1328.0,유안타증권우,2915.0,하락  35,-1.19%,5000.0,2955.0,2965.0,2915.0
1329.0,에넥스,626.0,하락  6,-0.95%,500.0,614.0,635.0,601.0
1330.0,ACE 삼성그룹섹터가중,13400.0,하락  300,-2.19%,0.0,13540.0,13560.0,13385.0
1331.0,WON 단기국공채액티브,53025.0,상승  5,+0.01%,0.0,53020.0,53025.0,53020.0
1332.0,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,37265.0,보합0,0.00%,0.0,37265.0,37265.0,37265.0
1333.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,37260.0,하락  250,-0.67%,0.0,37205.0,37275.0,37105.0
1334.0,TIGER S&P글로벌헬스케어(합성),22710.0,하락  160,-0.70%,0.0,23100.0,23100.0,22700.0
1335.0,KOSEF 미국달러선물,16015.0,상승  60,+0.38%,0.0,16025.0,16030.0,15970.0
1336.0,신풍제약우,16790.0,보합0,0.00%,500.0,16790.0,16830.0,16790.0
1337.0,한세엠케이,1225.0,하락  24,-1.92%,500.0,1247.0,1247.0,1215.0
1338.0,체시스,1150.0,상승  23,+2.04%,500.0,1134.0,1165.0,1116.0
1339.0,TIGER 인터넷TOP10,4010.0,하락  40,-0.99%,0.0,4050.0,4075.0,3985.0
1340.0,한화투자증권우,7590.0,하락  130,-1.68%,5000.0,7800.0,7800.0,7560.0
1341.0,SOL 자동차TOP3플러스,10240.0,하락  65,-0.63%,0.0,10300.0,10320.0,10220.0
1342.0,삼성 레버리지 China A50 선물 ETN(H),36350.0,"상승  1,150",+3.27%,0.0,35025.0,36350.0,35000.0
1343.0,KODEX 미국테크1조달러기업포커스,12935.0,상승  120,+0.94%,0.0,12845.0,12960.0,12845.0
1344.0,WISCOM,2330.0,상승  70,+3.10%,500.0,2260.0,2330.0,2155.0
1345.0,미래에셋 미국 자율주행대표기업 ETN,11865.0,상승  400,+3.49%,0.0,11860.0,11875.0,11835.0
1346.0,KODEX 200ESG,13150.0,하락  165,-1.24%,0.0,13165.0,13190.0,13085.0
1347.0,KODEX iShares미국하이일드액티브,11625.0,상승  60,+0.52%,0.0,11590.0,11625.0,11570.0
1348.0,RISE 2차전지TOP10,9020.0,하락  460,-4.85%,0.0,9460.0,9505.0,8970.0
1349.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,14055.0,상승  50,+0.36%,0.0,14135.0,14135.0,14015.0
1350.0,KODEX 고배당,10295.0,하락  45,-0.44%,0.0,10360.0,10385.0,10265.0
1351.0,N2 미국 IT TOP5 ETN(H),49890.0,상승  430,+0.87%,0.0,49890.0,49890.0,49890.0
1352.0,미래에셋 미국 방위산업 TOP3 ETN,11630.0,상승  25,+0.22%,0.0,11575.0,11640.0,11575.0
1353.0,PLUS 미국장기우량회사채,97365.0,상승  65,+0.07%,0.0,97315.0,97450.0,97180.0
1354.0,TIMEFOLIO 미국S&P500액티브,22720.0,상승  290,+1.29%,0.0,22750.0,22750.0,22685.0
1355.0,KB 레버리지 FANG 플러스 ETN(H),68870.0,"상승  3,370",+5.15%,0.0,68000.0,68870.0,68000.0
1356.0,ACE 200TR,21360.0,하락  215,-1.00%,0.0,21555.0,21560.0,21300.0
1357.0,DL이앤씨우,16140.0,하락  60,-0.37%,5000.0,16200.0,16200.0,16140.0
1358.0,HANARO Fn K-뉴딜디지털플러스,7335.0,하락  170,-2.27%,0.0,7365.0,7370.0,7295.0
1359.0,삼성 China A50 선물 ETN(H),16975.0,보합0,0.00%,0.0,16975.0,16975.0,16975.0
1360.0,N2 레버리지 금 선물 ETN(H),33780.0,보합0,0.00%,0.0,33780.0,33780.0,33780.0
1361.0,DL우,20000.0,하락  650,-3.15%,5000.0,20300.0,20650.0,19900.0
1362.0,메타랩스,1354.0,하락  31,-2.24%,2500.0,1475.0,1475.0,1344.0
1363.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),33720.0,보합0,0.00%,0.0,33720.0,33720.0,33720.0
1364.0,경인전자,21450.0,하락  500,-2.28%,5000.0,21800.0,21900.0,20900.0
1365.0,메리츠 레버리지 금 선물 ETN(H),33670.0,보합0,0.00%,0.0,33670.0,33670.0,33670.0
1366.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,13460.0,상승  40,+0.30%,0.0,13330.0,13465.0,13305.0
1367.0,TIGER 유로스탁스50(합성 H),17685.0,하락  10,-0.06%,0.0,17695.0,17825.0,17600.0
1368.0,솔루스첨단소재1우,1982.0,상승  2,+0.10%,100.0,1988.0,1994.0,1950.0
1369.0,SOL 미국나스닥100,13390.0,상승  215,+1.63%,0.0,13345.0,13400.0,13330.0
1370.0,국보,2110.0,보합0,0.00%,500.0,0.0,0.0,0.0
1371.0,SUN&L,2625.0,상승  50,+1.94%,1000.0,2575.0,2650.0,2550.0
1372.0,한국전자홀딩스,707.0,상승  3,+0.43%,500.0,722.0,722.0,699.0
1373.0,KODEX 코스피100,25385.0,하락  295,-1.15%,0.0,25680.0,25680.0,25325.0
1374.0,TIGER 차이나바이오테크SOLACTIVE,5765.0,하락  40,-0.69%,0.0,5725.0,5775.0,5705.0
1375.0,DAISHIN343 K200,32940.0,하락  395,-1.18%,0.0,33000.0,33000.0,32940.0
1376.0,RISE 컨택트대표,6000.0,하락  35,-0.58%,0.0,6055.0,6055.0,6000.0
1377.0,ACE 포스코그룹포커스,4410.0,하락  155,-3.40%,0.0,4575.0,4590.0,4370.0
1378.0,ACE 미국주식베스트셀러,18750.0,상승  250,+1.35%,0.0,18590.0,18765.0,18590.0
1379.0,미래에셋 레버리지 미국 AI TOP3 ETN,32795.0,상승  355,+1.09%,0.0,32725.0,32800.0,32650.0
1380.0,신한 레버리지 미국달러 선물 ETN,16375.0,상승  60,+0.37%,0.0,16330.0,16375.0,16295.0
1381.0,KoAct 글로벌AI&로봇액티브,15935.0,상승  370,+2.38%,0.0,15565.0,16005.0,15565.0
1382.0,메리츠 3X 레버리지 미국채10년 ETN,54225.0,하락  70,-0.13%,0.0,54205.0,54260.0,54125.0
1383.0,신한 은 선물 ETN(H),16245.0,하락  20,-0.12%,0.0,16265.0,16290.0,16235.0
1384.0,KODEX 한국대만IT프리미어,24970.0,하락  165,-0.66%,0.0,25090.0,25095.0,24930.0
1385.0,KoAct 배당성장액티브,9240.0,하락  60,-0.65%,0.0,9260.0,9315.0,9240.0
1386.0,한성기업,5170.0,상승  10,+0.19%,5000.0,5170.0,5200.0,5040.0
1387.0,메리츠 KAP 통안채 6개월 ETN,52815.0,보합0,0.00%,0.0,52815.0,52815.0,52815.0
1388.0,SOL 미국AI반도체칩메이커,11310.0,상승  250,+2.26%,0.0,11285.0,11350.0,11270.0
1389.0,화인베스틸,1026.0,하락  21,-2.01%,500.0,1025.0,1053.0,1023.0
1390.0,KOSEF 국고채10년레버리지,116940.0,"하락  1,360",-1.15%,0.0,118060.0,118100.0,116940.0
1391.0,PLUS 미국나스닥테크,37140.0,상승  405,+1.10%,0.0,37055.0,37245.0,37020.0
1392.0,메리츠 3X 레버리지 미국채30년 ETN,52470.0,하락  145,-0.28%,0.0,52500.0,52685.0,52355.0
1393.0,KODEX 증권,7580.0,하락  115,-1.49%,0.0,7730.0,7730.0,7525.0
1394.0,KODEX 200타겟위클리커버드콜,9775.0,하락  95,-0.96%,0.0,9900.0,9900.0,9760.0
1395.0,WON 미국S&P500,16405.0,상승  60,+0.37%,0.0,16395.0,16415.0,16365.0
1396.0,세기상사,5590.0,하락  40,-0.71%,500.0,5700.0,5700.0,5530.0
1397.0,RISE 게임테마,8750.0,하락  170,-1.91%,0.0,8910.0,8965.0,8750.0
1398.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),12400.0,상승  35,+0.28%,0.0,12485.0,12495.0,12385.0
1399.0,한투 일본니케이225선물 ETN(H),10300.0,보합0,0.00%,0.0,10300.0,10300.0,10300.0
1400.0,KR모터스,511.0,하락  2,-0.39%,500.0,525.0,525.0,473.0
1401.0,온타이드,455.0,상승  46,+11.25%,500.0,409.0,488.0,402.0
1402.0,PLUS 우주항공&UAM,12725.0,하락  235,-1.81%,0.0,12990.0,12990.0,12630.0
1403.0,HANARO 200선물레버리지,16050.0,하락  330,-2.01%,0.0,16280.0,16280.0,16030.0
1404.0,메리츠 KAP 레버리지 일본 엔화 ETN,20320.0,하락  10,-0.05%,0.0,20280.0,20330.0,20210.0
1405.0,TIGER 글로벌멀티에셋TIF액티브,11630.0,상승  35,+0.30%,0.0,11645.0,11645.0,11595.0
1406.0,KB 일본 로보틱스 TOP 10 ETN,15020.0,하락  30,-0.20%,0.0,15175.0,15175.0,15020.0
1407.0,전방,17870.0,하락  370,-2.03%,5000.0,18490.0,18490.0,17870.0
1408.0,미래에셋 원유선물혼합 ETN(H),29865.0,하락  85,-0.28%,0.0,29840.0,29865.0,29770.0
1409.0,RISE 미국30년국채커버드콜(합성),9740.0,상승  15,+0.15%,0.0,9730.0,9750.0,9725.0
1410.0,비비안,994.0,하락  20,-1.97%,500.0,1014.0,1030.0,951.0
1411.0,KoAct 코리아밸류업액티브,9695.0,상승  10,+0.10%,0.0,9720.0,9745.0,9685.0
1412.0,KODEX 금융고배당TOP10타겟위클리커버드콜,9810.0,하락  110,-1.11%,0.0,9890.0,9930.0,9745.0
1413.0,RISE 중장기국공채액티브,109335.0,하락  335,-0.31%,0.0,109590.0,109615.0,109335.0
1414.0,원림,12770.0,보합0,0.00%,5000.0,12790.0,12900.0,12770.0
1415.0,RISE 코리아밸류업,9450.0,하락  35,-0.37%,0.0,9485.0,9505.0,9430.0
1416.0,메리츠 인버스 천연가스 선물 ETN(H),29215.0,하락  95,-0.32%,0.0,29280.0,29340.0,29210.0
1417.0,참엔지니어링,344.0,상승  11,+3.30%,500.0,330.0,389.0,330.0
1418.0,ACE KPOP포커스,8220.0,하락  295,-3.46%,0.0,8535.0,8570.0,8220.0
1419.0,에이엔피,646.0,상승  4,+0.62%,500.0,630.0,672.0,628.0
1420.0,세방우,7900.0,하락  50,-0.63%,500.0,7970.0,7970.0,7860.0
1421.0,TBH글로벌,1397.0,상승  15,+1.09%,500.0,1382.0,1533.0,1341.0
1422.0,PLUS 미국단기회사채(AAA~A),128865.0,상승  270,+0.21%,0.0,128770.0,128865.0,128480.0
1423.0,메리츠 레버리지 국채30년 ETN,7260.0,하락  295,-3.90%,0.0,7475.0,7475.0,7240.0
1424.0,미래에셋 인버스 천연가스 선물 ETN(H),29000.0,하락  95,-0.33%,0.0,29065.0,29250.0,29000.0
1425.0,KOSEF 글로벌퓨처모빌리티,12080.0,상승  40,+0.33%,0.0,12040.0,12215.0,12005.0
1426.0,대교우B,1480.0,상승  5,+0.34%,500.0,1480.0,1510.0,1448.0
1427.0,이화산업,10230.0,하락  40,-0.39%,5000.0,10320.0,10500.0,10180.0
1428.0,KODEX 3대농산물선물(H),8430.0,상승  20,+0.24%,0.0,8460.0,8460.0,8370.0
1429.0,대한방직,5370.0,하락  10,-0.19%,1000.0,5380.0,5380.0,5310.0
1430.0,KODEX 차이나심천ChiNext(합성),9930.0,상승  75,+0.76%,0.0,9905.0,10015.0,9850.0
1431.0,키움 INDXX 미국테크탑10 ETN,28390.0,상승  600,+2.16%,0.0,28390.0,28390.0,28390.0
1432.0,한투 블룸버그 인버스 2X WTI원유 선물 ETN,14115.0,상승  65,+0.46%,0.0,14200.0,14200.0,14100.0
1433.0,KODEX 코스피TR,12260.0,하락  150,-1.21%,0.0,12410.0,12410.0,12255.0
1434.0,TIGER 구리실물,11160.0,하락  190,-1.67%,0.0,11375.0,11375.0,11155.0
1435.0,KODEX 시스템반도체,8050.0,상승  105,+1.32%,0.0,8000.0,8055.0,7960.0
1436.0,미래에셋 인버스 2X 코스피200 선물 ETN,14055.0,상승  310,+2.26%,0.0,13780.0,14080.0,13755.0
1437.0,동일제강,1378.0,상승  11,+0.80%,500.0,1393.0,1393.0,1354.0
1438.0,코아스,8500.0,하락  350,-3.95%,500.0,8680.0,8760.0,8340.0
1439.0,신한 브렌트원유 선물 ETN(H),13980.0,하락  25,-0.18%,0.0,13880.0,13980.0,13880.0
1440.0,미래에셋 2X 홍콩H 선물 ETN,27945.0,상승  710,+2.61%,0.0,27115.0,27945.0,26990.0
1441.0,BYC우,12970.0,상승  110,+0.86%,500.0,13040.0,13040.0,12890.0
1442.0,미래에셋 미국 제약 TOP3 ETN,9300.0,하락  120,-1.27%,0.0,9120.0,9315.0,9120.0
1443.0,미래에셋 1.5X 천연가스 선물 ETN,11155.0,상승  90,+0.81%,0.0,11120.0,11155.0,11065.0
1444.0,메리츠 국채30년 ETN,9295.0,하락  200,-2.11%,0.0,9410.0,9410.0,9275.0
1445.0,HANARO 글로벌럭셔리S&P(합성),20300.0,하락  245,-1.19%,0.0,20385.0,20385.0,20185.0
1446.0,신한 S&P500 VIX S/T 선물 ETN D,4625.0,상승  105,+2.32%,0.0,4605.0,4625.0,4585.0
1447.0,한투 인버스일본니케이225선물 ETN(H),9220.0,보합0,0.00%,0.0,9205.0,9220.0,9205.0
1448.0,미래에셋 2X 미국 자율주행대표기업 ETN,27360.0,"상승  1,865",+7.32%,0.0,27380.0,27450.0,27285.0
1449.0,삼성 레버리지 항셍테크 ETN(H) B,27320.0,하락  25,-0.09%,0.0,27355.0,28060.0,26890.0
1450.0,TIGER 차이나항셍테크레버리지(합성 H),6605.0,하락  30,-0.45%,0.0,6645.0,6790.0,6455.0
1451.0,KODEX 미국S&P500금융,17555.0,상승  15,+0.09%,0.0,17540.0,17605.0,17510.0
1452.0,신한 다우존스지수 선물 ETN(H),27040.0,하락  100,-0.37%,0.0,27055.0,27075.0,27040.0
1453.0,한투 블룸버그 레버리지 WTI원유 선물 ETN,13510.0,상승  25,+0.19%,0.0,13415.0,13510.0,13395.0
1454.0,메리츠 레버리지 인플레이션 국채 ETN,13495.0,하락  135,-0.99%,0.0,13540.0,13540.0,13495.0
1455.0,미래에셋 -2X 미국채울트라30년 선물 ETN,13445.0,상승  15,+0.11%,0.0,13445.0,13445.0,13445.0
1456.0,RISE 미국반도체NYSE,15780.0,상승  305,+1.97%,0.0,15630.0,15805.0,15630.0
1457.0,TIGER 배당성장,19015.0,하락  105,-0.55%,0.0,19155.0,19155.0,18965.0
1458.0,RISE 5G테크,9745.0,상승  55,+0.57%,0.0,9700.0,9745.0,9655.0
1459.0,KODEX K-친환경조선해운액티브,14090.0,상승  5,+0.04%,0.0,13990.0,14260.0,13910.0
1460.0,ACE 일본반도체,11135.0,하락  45,-0.40%,0.0,11225.0,11285.0,11095.0
1461.0,RISE 미국반도체NYSE(H),14395.0,상승  220,+1.55%,0.0,14465.0,14465.0,14355.0
1462.0,TIGER 글로벌이노베이션액티브,17655.0,상승  325,+1.88%,0.0,17605.0,17655.0,17595.0
1463.0,태원물산,3460.0,하락  65,-1.84%,500.0,3525.0,3620.0,3420.0
1464.0,미래에셋 인버스 2X 옥수수 선물 ETN,26165.0,하락  390,-1.47%,0.0,26285.0,26290.0,26065.0
1465.0,대한항공우,23550.0,상승  200,+0.86%,5000.0,23350.0,23700.0,23200.0
1466.0,ACE 코리아밸류업,9615.0,하락  65,-0.67%,0.0,9680.0,9695.0,9615.0
1467.0,RISE 글로벌테크놀로지(합성 H),32370.0,상승  250,+0.78%,0.0,32495.0,32600.0,32290.0
1468.0,삼성 코스닥 150 TR ETN,8620.0,하락  110,-1.26%,0.0,8750.0,8755.0,8595.0
1469.0,ACE 인도네시아MSCI(합성),9945.0,하락  35,-0.35%,0.0,9970.0,10055.0,9785.0
1470.0,미래아이앤지,894.0,하락  23,-2.51%,500.0,917.0,927.0,894.0
1471.0,우진아이엔에스,3380.0,하락  335,-9.02%,500.0,3730.0,3750.0,3380.0
1472.0,SOL 미국배당다우존스TR,10725.0,하락  90,-0.83%,0.0,10720.0,10725.0,10690.0
1473.0,KODEX 200롱코스닥150숏선물,9185.0,하락  15,-0.16%,0.0,9100.0,9215.0,9100.0
1474.0,KODEX 차이나A50,21395.0,상승  40,+0.19%,0.0,21350.0,21545.0,21175.0
1475.0,KB 일본 컨슈머 TOP 10 ETN,12805.0,상승  75,+0.59%,0.0,12720.0,12810.0,12710.0
1476.0,KODEX 미국S&P500산업재(합성),34135.0,상승  80,+0.23%,0.0,34145.0,34150.0,34045.0
1477.0,FOCUS AI코리아액티브,11610.0,하락  100,-0.85%,0.0,11675.0,11675.0,11610.0
1478.0,TIGER 미국방산TOP10,9605.0,상승  95,+1.00%,0.0,9635.0,9635.0,9580.0
1479.0,ACE 인도시장대표BIG5그룹액티브,9690.0,하락  35,-0.36%,0.0,9835.0,9835.0,9635.0
1480.0,SOL 국고채3년,106775.0,하락  360,-0.34%,0.0,107120.0,107120.0,106725.0
1481.0,두산퓨얼셀2우B,8400.0,상승  70,+0.84%,100.0,8250.0,8400.0,8050.0
